Use Case ID,Agency,Component,Use Case Name,Summary of Use Case,Is the Use Case Currently Active?,Stage of System Development Life Cycle,Use Case Topic Area,Use Case Topic Area (If Other),Is the use case using Face Recognition / Face Capture Technology?,Is the AI use case found on the list of general commercial AI products and services?,What is the intended purpose and expected benefits of the AI?,Describe the AI system’s outputs.,Is the Use Case Rights-Impacting?,Presumed Rights-Impacting Category,Is the Use Case Safety-Impacting?,Presumed Safety-Impacting Category,Provide the CAIO Determination Justification if the Use Case does not satisfy the definition of a Safety or Rights Impacting Use Case.,Date Initiated,Date when Development and/or Acquisition began,Date Deployed into Operations,Retired Date,Was the AI system involved in this use case developed (or is it to be developed) under contract(s) or in-house?,Provide the Procurement Instrument Identifier(s) (PIID) of the contract(s) used.,Is this AI use case supporting a High-Impact Service Provider (HISP) public-facing service?,Which HISP is the AI use case supporting?,Which public-facing service is the AI use case supporting?,Does this AI use case disseminate information to the public?,"How is the agency ensuring compliance with Information Quality Act guidelines, if applicable?",Does this AI use case involve personally identifiable information (PII) that is maintained by the agency?,Has the Senior Agency Official for Privacy (SAOP) assessed the privacy risks associated with this AI use case?,Do you have access to an enterprise data catalog or agency-wide data repository that enables you to identify whether or not the necessary datasets exist and are ready to develop your use case?,"If Other, please explain.","Describe any agency-owned data used to train, fine-tune, and/or evaluate performance of the model(s) used in this use case.",Is there available documentation for the model training and evaluation data that demonstrates the degree to which it is appropriate to be used in analysis or for making predictions?,"Which, if any, demographic variables does the AI use case explicitly use as model features?","If Other, Please Explain",Does this project include custom-developed code?,Does the agency have access to the code associated with the AI use case?,"If the code is open-source, provide the link for the publicly available source code.",Does this AI use case have an associated Authority to Operate (ATO) for an AI system?,ATO System Name,How long have you waited for the necessary developer tools to implement the AI use case? ,"For this AI use case, is the required IT infrastructure provisioned via a centralized intake form or process inside the agency?","If Other, please explain.",Do you have a process in place to request access to computing resources for model training and development of the AI involved in this use case?,"If Other, please explain.",Has communication regarding the provisioning of your requested resources been timely?,"If Other, please explain.","How are existing data science tools, libraries, data products, and internally-developed AI infrastructure being re-used for the current AI use case?","Has information regarding the AI use case, including performance metrics and intended use of the model, been made available for review and feedback within the agency?",Has your agency requested an extension to implement the minimum risk management practices for this AI use case?,Has an AI impact assessment been conducted for this AI use case?,Has the AI use case been tested in operational or real-world environments to understand the performance and impact it may have on affected individuals or communities?,What are the key risks from using the AI for this particular use case and how were they identified?,Has an independent evaluation of the AI use case been conducted?,Is there a process to monitor performance of the AI system’s functionality and changes to its impact on rights or safety as part of the post-deployment plan for the AI use case?,"For this particular use case, can the AI carry out a decision or action without direct human involvement that could result in a significant impact on rights or safety?","If Other, please explain.",How is the agency providing reasonable and timely notice regarding the use of AI when people interact with an AI-enabled service as a result of this AI use case?,"If Other, please explain.",Is the AI used to significantly influence or inform decisions or actions that could have an adverse or negative impact on specific individuals or groups?,What steps has the agency taken to detect and mitigate significant disparities in the model’s performance across demographic groups for this AI use case?,What steps has the agency taken to consult and incorporate feedback from groups affected by this AI use case?,"If Other, Please Explain.",Is there an established fallback and escalation process for this AI use case in the event that an impacted individual or group would like to appeal or contest the AI system’s outcome?,Is there an established fallback and escalation process for this AI use case in the event that an impacted individual or group would like to appeal or contest the AI system’s outcome?,"If No, please explain.","Where practicable and consistent with applicable law and governmentwide policy, is there an established mechanism for individuals to opt-out from the AI functionality in favor of a human alternative?","If Other, please explain.",Contact Name,Contact Email Address
DHS-65,DHS,CBP,Aircraft Landing Location Predictor (KESTREL),"CBP uses Kestrel in CBP’s Air & Marine Operations Surveillance System (AMOSS) to aid in predicting where an aircraft will likely land based on historical flight paths. After an aircraft radar track has been declared suspect by the officer evaluating the track of interest through other research, Kestrel employs AI/ML to predict where the aircraft is most likely to land. The output results in a display of the top three final locations as displayed on AMOSS using green, yellow, and red lines to depict most to least probable outcomes.",Active,Operation and Maintenance,Transportation,,No,No,This use case is Law Enforcement Sensitive. Some information about this use case is not shared because it would be inconsistent with applicable law and government wide policy. Please review the provided Use Case Summary for information about this Use Case.,This use case is Law Enforcement Sensitive. Some information about this use case is not shared because it would be inconsistent with applicable law and government wide policy. Please review the provided Use Case Summary for information about this Use Case.,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-188,DHS,CBP,Airship Outpost for Cross Border Conveyance  Identification,"Part of CBP’s mission is the monitoring of cross border activity at and between our nation’s Ports of Entry. This requires maintaining awareness of cross border conveyances such as automobiles, boats, and airplanes. Airship Outpost allows CBP to accurately identify conveyances (aircraft, vessels, automobiles) by ingesting images and then leveraging AI to identify the type of conveyance and to know where to read the alpha numeric values used to identify them (tail number, hull number, license plate). Standards and regulations for the external identification of various types of conveyances vary significantly. For instance, an aircraft tail number, a vessel hull number, and an automobile license plate number. Once a conveyance is identified, the system focuses on the appropriate location to capture the alphanumeric values used for identification. The software then assigns a confidence score to the accuracy of each capture, which is attached to the files transmitted by the array to a database on cross border activity.  AI is solely used to identify the type of conveyance and then document the associated identification number.",Active,Operation and Maintenance,Law & Justice,,No,No,This use case is Law Enforcement Sensitive. Some information about this use case is not shared because it would be inconsistent with applicable law and government wide policy. Please review the provided Use Case Summary for information about this Use Case.,This use case is Law Enforcement Sensitive. Some information about this use case is not shared because it would be inconsistent with applicable law and government wide policy. Please review the provided Use Case Summary for information about this Use Case.,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-2363,DHS,CBP,Anomaly Detection COV Structure,"CBP is seeking anomaly detection algorithm (ADA) models that can run on U.S. government systems for rapid screening of passenger and cargo vehicles. The desired end state is a suite of algorithms that supports CBP's non-intrusive inspection (NII) image analysis for detecting anomalies and interdicting contraband to assist CBP officers’ image review with specific interest on algorithms that facilitate screening for contraband and anomaly detection in passenger vehicles and cargo conveyances. This solution will assist CBP officers in adjudicating large-scale NII x-ray images. The solution will identify regions of interest within the structure of commercially owned vehicles (COVs) and detect anomalies within these regions. It will place bounding boxes around an anomaly or unidentifiable object(s) within an image or any portion of the image that cannot be identified or explained. The algorithm will support the review and analysis conducted by image analysts during NII x-ray image adjudication, ultimately reducing overall review time for NII images.  It is expected that this will enhance the capability of humans to consistently detect items of interest/concern present (and possibly concealed) in vehicles crossing into the United States and increase clearance rate at border crossings, so that vehicles operating safely and lawfully may pass through the border faster.  ",Active,Initiated,Law & Justice,,No,No,Anomaly Detection COV Structure is an AI algorithm solution to assist CBP officers in adjudicating  large-scale Non-Intrusive Inspection (NII) x-ray images. The solution will identify regions of interest within the structure of Commercially Owned Vehicles (COV) and detect anomalies within these regions. The algorithm will support the review and analysis conducted by image analysts during NII x-ray image adjudication ultimately reducing overall review time for NII images.,Bounding boxes around an anomaly or unidentifiable object(s) within an image or any portion of the image that cannot be identified or explained.,"No, use case is too new to fully assess impacts; will be reassessed before end of initiation stage.",,"No, use case is too new to fully assess impacts; will be reassessed before end of initiation stage.",,,01/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-2364,DHS,CBP,Anomaly Detection Homogenous Cargo,"CBP is seeking anomaly detection algorithm (ADA) models that can run on U.S. government systems for rapid screening of passenger and cargo vehicles. The desired end state is a suite of algorithms that supports CBP's non-intrusive inspection (NII) image analysis for detecting anomalies and interdicting contraband to assist CBP officers’ image review with specific interest on algorithms that facilitate screening for contraband and anomaly detection in passenger vehicles and cargo conveyances. This solution will assist CBP officers in adjudicating large scale NII x-ray images. The solution will identify anomalies within homogenous cargo contained in commercially owned vehicles (COVs). Bounding boxes around an anomaly or unidentifiable object(s) within an image or any portion of the image that cannot be identified or explained. The algorithm will support the review and analysis conducted by CBP image analysts during NII x-ray image adjudication ultimately reducing overall review time for NII images. It is expected that this will enhance the capability of humans to consistently detect items of interest/concern present (and possibly concealed) in vehicles crossing into the United States and increase clearance rate at border crossings, so that vehicles operating safely and lawfully may pass through the border faster.  ",Active,Initiated,Law & Justice,,No,No,Anomaly Detection Homogenous Cargo is an AI algorithm solution to assist CBP officers in adjudicating large scale Non-intrusive Inspection (NII) x-ray images. The solution will identify anomalies within homogenous cargo contained in commercially owned vehicles (COVs). The algorithm will support the review and analysis conducted by CBP image analysts during NII x-ray image adjudication ultimately reducing overall review time for NII images.,Bounding boxes around an anomaly or unidentifiable object(s) within an image or any portion of the image that cannot be identified or explained.,"No, use case is too new to fully assess impacts; will be reassessed before end of initiation stage.",,"No, use case is too new to fully assess impacts; will be reassessed before end of initiation stage.",,,01/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-312,DHS,CBP,Anomaly Detection in Non-Intrusive Inspection,"CBP intends to procure, develop, and implement solutions that leverage advanced algorithms and machine learning to analyze data to assist CBP personnel in automating analysis of non-intrusive inspection (NII) images used in cargo and vehicle inspections. The model will identify irregularities or deviations from expected patterns that may indicate concealed contraband or threats by displaying specific areas within scanned images that show anomalies, that possibly needing further screening. It is expected to reduce overall review time. ",Active,Acquisition and/or Development,Law & Justice,,No,No,"The model will identify irregularities or deviations from expected patterns that may indicate concealed contraband or threats while reducing overall review time.
","Specific areas within scanned images that show anomalies, possibly needing further screening.
",No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-2365,DHS,CBP,Anomaly Detection POV Structure,"CBP is seeking anomaly detection algorithm (ADA) models for rapid screening of passenger and cargo vehicles. The desired end state is a suite of algorithms that supports CBP's non-intrusive inspection (NII) image analysis for detecting anomalies and interdicting contraband to assist CBP officers’ image review with specific interest on algorithms that facilitate screening for contraband and anomaly detection in passenger vehicles and cargo conveyances. This solution will assist CBP officers in adjudicating large-scale NII x-ray images. The solution will identify regions of interest within the structure of privately owned vehicles (POVs) and detect anomalies within these regions. Bounding boxes around an anomaly or unidentifiable object(s) within an image or any portion of the image that cannot be identified or explained. The algorithm will support the review and analysis conducted by image analysts during NII x-ray image adjudication  ultimately reducing overall review time for NII images while facilitating legitimate trade and travel. It is expected that this will enhance the capability of humans to consistently detect items of interest/concern present (and possibly concealed) in vehicles crossing into the United States and increase clearance rate at border crossings, so that vehicles operating safely and lawfully may pass through the border faster. ",Active,Initiated,Law & Justice,,No,No,Anomaly Detection POV Structure is an AI algorithm solution to assist CBP officers in adjudicating large-scale Non-Intrusive Inspection (NII) x-ray images. The solution will identify regions of interest within the structure of Privately Owned Vehicles (POV) and detect anomalies within these regions. The algorithm will support the review and analysis conducted by image analysts during NII x-ray image adjudication  ultimately reducing overall review time for NII images while facilitating legitimate trade and travel.,Bounding boxes around an anomaly or unidentifiable object(s) within an image or any portion of the image that cannot be identified or explained.,"No, use case is too new to fully assess impacts; will be reassessed before end of initiation stage.",,"No, use case is too new to fully assess impacts; will be reassessed before end of initiation stage.",,,01/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-2444,DHS,CBP,API Security Vulnerability Technology,"Enabling user-access to a secure environment and robust cybersecurity posture is critical to CBP operations. In order to support these objectives, CBP is intending to leverage application programing interface (API) testing technology which machine learning (ML) coupled with natural language processing (NLP) and automated software testing techniques. This platform is intended to automatically scan and continuously monitor APIs to detect potential risks like unauthorized access, data leaks, or weaknesses. Once tests are conducted on APIs, a comprehensive vulnerability report will identify security risks such as broken authentication, exposed data, or misconfigurations. The software is also intended to provide clear remediation guidance based on the applications, environment, data, and tests conducted for end-users, offering step-by-step solutions to fix these vulnerabilities. Additionally, this capability will assign a risk score to help prioritize the most critical issues and ensures APIs comply with industry standards and regulations through detailed compliance checks. With continuous security monitoring, the platform also delivers real-time alerts for new vulnerabilities, empowering teams to maintain robust API security throughout the development and deployment lifecycle. ",Active,Initiated,Mission-Enabling (internal agency support),,No,No,"With the necessity of leveraging application programing interfaces (APIs) for applications across the enterprise, this AI technology is intended to run thousands of custom attack scenarios against APIs on a continuous basis. This will help to identify potential security vulnerabilities prior to production level deployments, and enable the enterprise to develop essential remediations, if required.  Additionally, the techonlogy is intended to provide continuous monitoring on APIs to provide real-time alerts on new potential vulnerabilities.
","The AI system is intended to output custom reports on identified vulnerabilities within application programing interfaces (APIs). These reports will include the identified risk and a summary of the risk, as well as tailored remediation guidance based on the applications, environment, data, and tests conducted for end-users.

","No, use case is too new to fully assess impacts; will be reassessed before end of initiation stage.",,"No, use case is too new to fully assess impacts; will be reassessed before end of initiation stage.",,,08/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-37,DHS,CBP,Automated Item of Interest Detection,"CBP uses software to analyze field imaging in monitored areas and to provide alerts when it detects the presence of an Item of Interest (IoI) that the AI model was trained to detect (i.e., persons, vehicles, animals) in the image frame. The software outputs include a superimposed outline surrounding of the IoI within the image or live feed. Each outline is color-coded based on the degree of certainty that the detection is the item it was trained to detect. The software allows the user to filter based on preferences for detections of IoI. This filtering allows for quick and efficient review and adjudication of the detection(s). After the alert of a detection, a trained CBP agent or user, reviews the image to identify and classify the activity taking place. ",Active,Operation and Maintenance,Law & Justice,,No,No,"The software analyzes images and video that are taken by operationally deployed equipment, which are then fed into CBP systems for review by USBP agents and personnel. It provides quick identification of people either crossing into the U.S. at a time and place other than designated for entry or those already inside the U.S. trying to elude capture, as well as the ability for human operators to quickly determine if subjects in an image are, in fact, human.",The system creates a layer which is overlaid over the image to produce a box around items of interest it has determined to be likely human beings.,No,Law Enforcement,No,,"The AI in this use case runs on video and images captured from lawfully deployed technologies used to support the U.S. Border Patrol mission between Ports of Entry. The AI provides alerts when it detects the presence of an IoI, such as persons, vehicles, animals in the image frame. With regard to persons, this computer vision application is trained to determine if the object in the image frame is a person with a certain of level of confidence and not another object that may be shaped similarly to a person. After the alert of a detection, a trained agent or user, reviews the image to identify and classify the activity taking place.  The AI merely alerts to the presence of an item it was trained to detect.",,,,,Developed with contracting resources,70B06C24F00000475,No,,,No,,No,Yes,No,,All of the image data fed to the models are owned by USBP.,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",None,,Yes,No - agency does not have access to source code,,Yes,I4 Viewer,6-12 months,Yes,,Yes,,Yes,,Use of existing data platforms,Limited documentation for review,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-23,DHS,CBP,Autonomous Aerostat,"Aerostat capability that uses three tethers instead of the traditional single tether, coupled with advanced weather sensors, analytic capabilities, and powerful winches. The AI/ML model is used to detect the need to launch and land based on weather. It also leverages AI and robotics to autonomously launch and recover the aerostat during inclement weather events without the need for on-site staffing, allowing the aerostat to operate autonomously, saving time and manpower. ",Inactive (no longer used),Disposal/Retired,,,,No,"This use case is no longer an Active Use Case. See the ""Summary of Use Case"" section for details.","This use case is no longer an Active Use Case. See the ""Summary of Use Case"" section for details.",,,,,,10/01/2019,10/01/2018,,10/01/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-P3,DHS,CBP,Autonomous Maritime Awareness,"The Autonomous Maritime Awareness system combines surveillance towers, ocean data solutions, unmanned autonomous surface vehicles (ASV), and AI to autonomously detect, identify, and track items of interest in a maritime environment. The towers are low-cost, customizable, and relocatable surveillance systems. They are equipped with a suite of radars and day/night camera sensors. The ASVs have been ruggedized for the open ocean and are powered by wind, solar, and/or onboard engine as required, allowing them to operate in an area of responsibility (AOR) for up to 12 months. Their sensor suite includes cameras and radar. Both systems use AI/ML to detect and identify objects, determine items of interest (IoI) and autonomously track those items using their sensor suites. Once identified, these systems can send alerts to monitoring agencies for at-sea interdiction of potential targets and/or intel collections. ",Inactive (no longer used),Disposal/Retired,Law & Justice,,,No,"The technology is equipped to operate in low temperatures, ice, and snow enable real-time surveillance for continuous monitoring of maritime activity, even in harsh conditions, while providing enhanced detection capabilities to identify threats such as unauthorized vessels or smuggling activities in difficult-to-navigate regions.
","The system provides real-time notifications of suspicious activities, continuous tracking data on vessel locations and movements, and detailed threat assessments to support enforcement actions in cold-weather environments.
",,,,,,10/01/2020,10/01/2020,01/30/2024,06/21/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
